Nombre,Comentarios
Win Fa,"El buffet vale mucho la pena, algunos guisos son riquísimos y para mí, comer rollos primavera sin límite y camarones empanizados es lo máximo, me encanta que el postre viene incluído en el buffet."
Win Fa,"Muy rico y todo pero las últimas dos veces que fui me enferme del estomago, además que los sábados y domingos que son de mariscos tardan horrible en sacarlos."
Lalo - Comida China y Cajun,"La comida es deliciosa, la pasta a la crema es riquísima, todo fresco, y son súper amables al atenderte recomendado 👌"
Lalo - Comida China y Cajun,Me gustó mucho y la señora es amigable
Lalo - Comida China y Cajun,Excelente atención y la comida está deliciosa. Súper recomendable.
Lalo - Comida China y Cajun,Muy buen lugar para comer pero una que otra es mi trae mejor sabor
Lalo - Comida China y Cajun,"Excelente comida, muy accesible y sirven porciones bastante generosas 10/10.
A partir de hoy, solo compraré ahí."
COMIDA CHINA YONGFU,"Excelente lugar muy buena atención , comida rica y bien servida 100% recomendable."
COMIDA CHINA YONGFU,"Buen lugar para la comida del día, comida ok en sabor pero nada excepcional."
COMIDA CHINA YONGFU,"Increíble comida, precio y mucha variedad de guisos lo único negativo es que ya a las 4 de la tarde ya no queda casi nada"
COMIDA CHINA YONGFU,La comida es muy rica y bien servida. Los precios son adecuados. En ocasiones te regalan rollitos primavera en paquetes grandes.
COMIDA CHINA YONGFU,Muy rica la comida 😋 muy amable la señora que atiende supongo que es la dueña sabe más español que yo de Chino me avergüenzo. Recomendable. Amo el pan vapor es esponjadito y su relleno muy rico. El pan frito 😋 lo siento ligeramente dulce muy rico también pero mi favorito es al vapor y sus rollos primavera exquisitos. De todas las comidas chinas de la ciudad solo le gana la Muralla China de Fe Go que está sobre la Avenida Alemán por tener más variedad de guisos pero se dan un mano a mano en sabor de sus alimentos. Lo recomiendo. Está sobre la Avenida Cúpules casi frente a la nueva Gasolinera Gulf. Prueben y verán que repetirán. Da buenas porciones.
Wok Yeah!,"una buena experiencia de comida Asiatica, esta muy bueno el de Mar y tierra ! Es el mas pedio por el negocio en esta sucursal ! tienen una atencion Rapida ! la estacion para comer ahi un poco simple ! los vejetales con el sazon de la salsa de soja te ara disfrutarlo ! los precios con la proporcion servida te dejara satisfecho ! sin duda volvere a probar los demas !"
Wok Yeah!,"Preparada en el wok, una sartén amplia y con poca grasa, este tipo de comida asiática tiene sus particularidades. Se puede armar el platillo a gusto con ingredientes base de arroz o fideos y se le pueden añadir desde verduras y semillas hasta camarones, carne y pollo. Se condimenta con salsas saladas, dulces o picantes. Otra opción es adquirir las sugerencias ya armadas por el restaurante.
El precio del platillo va entre 90 y 150 pesos (año 2020) y varían según el número y tipo de ingredientes. No bebidas alcohólicas; pagos en efectivo y tarjeta. La atención es buena pero mejorable."
Wok Yeah!,"Excelente, el servicio, sazón y precio.
Sobre avenida principal, cuenta con cajones de estacionamiento propio, mesas y sillas para comer, el té es refill, tu puedes armar tu wok como te guste, hay variedad de ingredientes."
Wok Yeah!,"Me gustó mucho la comida, y las opciones que tienen para crear tus propios platillos"
Wok Yeah!,"Hoy vine al de fco de montejo y llevo marcando 20 min antes de que cierren y no me contestaron llego antes de cerrar, esta abierto y con el letrero de abierto prendido entro y no me quisieron atender por qué ya habían cerrado y eso 10 min antes del cierre"
MACAO comida yucateca y china,"Compré la comida del día, muy rica, hay variedad de platillos. Y también cuentan con comida china y tienen reparto."
MACAO comida yucateca y china,Delicioso todo
MACAO comida yucateca y china,
MACAO comida yucateca y china,
MACAO comida yucateca y china,
Carnes Finas,Excelente calidad de la carne y siempre fresca
Carnes Finas,
El Carnes de Monterrey Suc Fco de Montejo,Exquisita la picaña así como la arrachera y las papas a la francesa crokante y el parrillero muy amable
El Carnes de Monterrey Suc Fco de Montejo,"Entramos al lugar y nos dio pena irnos, siempre somos de dar oportunidades. Y más cuando vemos un potencial de esfuerzo.

Quiero compartir las áreas de oportunidad.
-Jamás calienten queso fundido en un recipiente no apto para la temperatura. El plástico libera toxina.
-el taco es un arte  háganlo con cariño y calma. Corten bien la porción porque es el alimento de sus clientes
-el precio no es adecuado a la calidad y a la porción.
-el lugar está muy sucio, es mejor limpiar cuando se van los clientes… no cuando llegan.
-su puerta corrediza estaba tan sucia que no   Cierra.
-mejores el interés por sus clientes no fueron ni una sola ocasión a ver si faltaba algo y se les pasó parte de mi orden. Que tuve que cancelar porque nunca llego.
-la salsa es como de ayer, no pican, no está fresca y la llevan en recipientes como salidos del refri. Cómo en recipientes de mucho uso y son desechables.

puntos buenos:
-Agua de tamarindo
-El asador de carbón.
-su ubicación en esquina

Espero les sirva y la próxima vez nos sorprendan."
El Carnes de Monterrey Suc Fco de Montejo,"El servicio para comer ahí podría mejorar, el guacamole no lo preparan al momento así que está negrito por partes, la carne es buena y suave. Comí en el lugar y días después pedimos carne para llevar. De sabor es bueno, lo pedimos 3/4 y así nos lo entregaron suavecito y jugoso. Vale mucho la pena. No le pongo las 5 ⭐️ porque tienen áreas a mejorar en el servicio para comer en el lugar."
El Carnes de Monterrey Suc Fco de Montejo,"Desafortunadamente son el típico negocio que empieza muy bien, cria fama y al momento de crecer se olvida de lo principal que son sus clientes, antes en cuestión de minutos te atendían, de la manera más amable, te ofrecían varios canales para la venta, página de internet, WhatsApp, llamada telefónica, directo en el negocio, pero ahora uno tiene que andar buscando la forma que le hagan caso, la página no funciona, en el whats se limitan a enviar solo los números de teléfono y link de la página (que no funciona), en vez de avanzar con la tecnología en el tiempo van para atrás, al menos en cuestión de la calidad y precio del producto aún no han decaído para nada, pero ya no me siento tan confiado de recomendarlo para no hacer perder el tiempo a los demás."
El Carnes de Monterrey Suc Fco de Montejo,"Las porciones de carne que traen los tacos es muy poca para el precio, el sabor cumplidor, el servicio de regular a malo y el lugar sucio. No lo recomiendo!!!"
Big Beef Carnes Santa Fe Las Américas,"Excelente calidad y precio.
Me encanta que tengan en muchos puntos distintos y así poder ir a cualquiera de sus sucursales."
Big Beef Carnes Santa Fe Las Américas,"Es un lugar que tiene muy buenos productos y precios, atención al cliente excelente."
Big Beef Carnes Santa Fe Las Américas,"Este lugar desde que lo conocí me pareció agradable, una ocasión me lo recomendó un amigo por los cortes de carne y quedé de ir, así que una ocasión iba cruzando y vi el lugar, inmediatamente me acerqué y entré. Las personas que me atendieron fueron muy amables y me ofrecieron sus mejores productos, así que opté por su recomendación y compré un corte que se encontraba muy fresco. Sin duda fue una buena casualidad encontrarme con el local, los recomiendo."
Big Beef Carnes Santa Fe Las Américas,Excelente lugar para comprar carnes encuentras de todo 👏👏👏
Big Beef Carnes Santa Fe Las Américas,"Cerrado hoy 24 de abril fui a las 345 y regrese a las seis cerrado

Sin aviso ni nada"
Tres Carnes Chuburna,"Lo único que no me agrada, es que no usen bien los cubreboca....los traen bajo la nariz o en la barbilla."
Tres Carnes Chuburna,
Tres Carnes Chuburna,
Tres Carnes Chuburna,
Tres Carnes Chuburna,
Big Beef - Carnes Santa Fe Fco. de Montejo,El paquete de sirloin muy delgados y rotos están tan delgados que no sirven para asar.  Deberían de verificar la calidad.
Big Beef - Carnes Santa Fe Fco. de Montejo,"Impío, servicio amable gran variedad y precios muy accesibles! Carnes de buena calidad"
Big Beef - Carnes Santa Fe Fco. de Montejo,"Precio de mayoreo, muy buena calidad"
Big Beef - Carnes Santa Fe Fco. de Montejo,Excelente atención bueno los productos recomendable saludos
Big Beef - Carnes Santa Fe Fco. de Montejo,Bonito lugar gran variedad de carnes de corte especial
Boutique de cortes La Cabrería Carnes Selectas,"Aún no he tenido oportunidad de comprar carnes, pero pase a comprar algunos accesorios para el asado y la atención fue excelente, con mucha disposición de encontrar lo que quería y me informó muy amablemente los productos que manejan, definitivamente volveré para probar los cortes."
Boutique de cortes La Cabrería Carnes Selectas,"Excelente calidad de carnes y una atención de primera, si se te olvidó comprar para tu asado un día antes, ellos se encargan de entregarte la carne descongelada si les hablas temprano. Muy recomendables"
Boutique de cortes La Cabrería Carnes Selectas,"Muy bonito el lugar, limpio y muy completo, excelente servicio por parte del joven que atiende. Todo para un buen asado de carnes a parte tiene algunos cortes de salmón y también mariscos. 😉👍"
Boutique de cortes La Cabrería Carnes Selectas,"Excelente calidad y cuidado del producto, variedad internacional. Inmejorable relación calidad-precio. La atención presencial, por Teléfono o WA está totalmente abocada a las necesidades del cliente. No te pierdas esta experiencia."
Boutique de cortes La Cabrería Carnes Selectas,"Muy amable atención. Fantásticos cortes. Variedad. Calidad y precio justo. No confundir con oferta, o barato. Justo"
Big Beef Carnes Santa Fe García Lavín,"Últimamente los cortes son de fecha muy vieja, compre hace unos días y los empaques tenían fecha de enero 2023.
Deben tener cortes más nuevos, no re-empacar.
Poca variedad de buenos cortes, pareciera que esperan a vender los cortes viejos para surtir nuevos.
Faltaban cortes que quería comprar.
El marmoleado de los cortes con demasiada grasa.
Deben mejorar la calidad, ya no son los mismo de hace 2 años."
Big Beef Carnes Santa Fe García Lavín,"Mejor lugar para comparar carnes y utensilios en merida, y cuentan con personal increíble, tuve la oportunidad que me atendiera Victoria muy buen servicio."
Big Beef Carnes Santa Fe García Lavín,"Variedad en productos, carnes de buena calidad, diversos sabores, excelente atención a clientes! Precios adecuados a su producto"
Big Beef Carnes Santa Fe García Lavín,"Muy buena calidad de la carne, buenos precios, con la mejor atención"
Big Beef Carnes Santa Fe García Lavín,"Lo recomiendo muchísimo, excelente servicio y calidad de la carne 🤌🏼🥩"
CARNES REGIAS SAN JUAN,"Un pedacito de Monterrey en Merida! En el servicio para comer se puede seleccionar cortes y taquitos (por 25 pesos). Probamos los de barbacoa, asada y cortadillo. El sabor es característico de las taquerías regias. Los tacos bien servidos, sin copia, respectivas salsas del primo para acompañar . Además tienen topochico y joyas para tomar. Venden en el local también conchitas, frituras y dulces típicos. Además en la sección de venta hay variedad de productos y cortes de carne."
CARNES REGIAS SAN JUAN,"Muy rico todo, los cortes para preparar están muy frescos y muy jugosos. Una verdadera exquisitez."
CARNES REGIAS SAN JUAN,"Siempre he comprado carne para asar ahí y hasta ahora he tenido siempre la misma calidad, excelente y excelente precio!! Ayer me animé a comer ahí la verdad, pedí un taco de chicharrón en salsa verde y simplemente delicioso, al igual que el Pirata, que es una tortilla con queso carne picada y tocino. También. Hay cortes de 200gr. En excelente precio y de muy buena calidad me parece entre rangos de  $140 y $160 100%  recomendable."
CARNES REGIAS SAN JUAN,"Buena carne, fresca y se buena calidad la mayoría de las veces. Los precios son elevados pero pues vale la pena. A veces las cajeras son un tanto malhumoradas pero el tablajero y el personal de la carnicería buenos."
CARNES REGIAS SAN JUAN,"¡Recomendados los tacos de chicharrón (el verde, rojo y el seco), son deliciosos!
Paradójicamente, ni la asada (bistec) ni la machaca nos gustaron, pero el chicharrón salvó el día. ¡Definitivamente los recomiendo!"
Carnes asadas ¡AH CARBÓN!,Deliciosa la carne que se vende en Ah Carbón!! Recomendadisima!
Carnes asadas ¡AH CARBÓN!,
Las Carnes del Potrillo,"Todo rico,tacos , tortas,burritos, y la pizza"
Las Carnes del Potrillo,
Las Carnes del Potrillo,
Carnes Selectas MX,"Carnes de excelente calidad y buen servicio de entrega. Nunca han fallado, siempre han sido las mejores carnes que he comprado para asar. Ampliamente recomendadas."
Carnes Selectas MX,"Muy recomendado, excelente servicio y atencion al cliente. La primera opcion en carne de la mejor calidad"
Carnes Selectas MX,"Muy buena selección de carnes y excelente atención, lo recomiendo."
Carnes Selectas MX,Excelentes carnes con precios justos. ¡Muy recomendable!
Carnes Selectas MX,"Excelente servicio, atento y rápido. Carne de muy alta calidad"
Maxicarne Cordemex,Carnes a buen precio y te atienden rápido
Maxicarne Cordemex,Huele a perro muerto. Muy mala atención de las seas ahí trabajando. No tienen ni lo más básico se surtido. Asqueroso
Maxicarne Cordemex,Buen servicio y productos frescos
Maxicarne Cordemex,Muy buena atención del personal
Maxicarne Cordemex,horario
Carnes Castillo,
Carnes Castillo,
Carnes bien Lindavista,"Brindan un excelente servicio al cliente, muy amables y atentos"
Maxi Carne Sucursal Francisco de Montejo 2,Es una maravilla que cierren hasta las 8pm
Maxi Carne Sucursal Francisco de Montejo 2,"Dicen que esta abierto domingo, pero esta cerrado!!"
Maxi Carne Sucursal Francisco de Montejo 2,"Muy mala atención del cajero, me dieron caja desbaratada, pedi apoyo por q viajo lejos y me dijeron q no hay esa atención 😡"
Maxi Carne Sucursal Francisco de Montejo 2,"Excelente carne, servicio rápido.
A diferencia de otras sucursales ésta tiene un horario extendido aún en sabado.
Un poco costoso pero parece que vale la pena."
Maxi Carne Sucursal Francisco de Montejo 2,rápidos y limpios... solo cambiaría que atendiera mas de uno porque a veces si se atrasan pero no mucho
Carbon grill,"Era puré de papa y sin sabor, el limón me lo dieron así exprimido. No recomiendo y no volveré a comprar"
Carbon grill,"fuimos a comprar 2 hamburguesas a las 8 pm  y la carne no la hicieron en el momento, la sacaron de un recipiente como si ya estuviera hecha pero no estaba cocinada, los quesos e ingredientes se ve que por el calor ya no estaban en buenas condiciones. Tengo una súper infección estomacal por haber comido en este lugar. Pidan siempre que les preparen la carne en el momento."
Carbon grill,"Muy ricas pero solo hay un mesero y tarda demasiado en recibir tu orden, sin embargo muy buenas las hamburguesas."
Carbon grill,
Sonora Grill,"Buen lugar para cenar con un excelente ambiente y buena música, aconsejo pedir mesa en el área de terraza techada.
Si van con niños pedirla en el salón y cuentan con un área para niños en la cual puedes dejarlos.
La comida es buena pero no excelente. Y las bebidas son muy ricas."
Sonora Grill,"Es una buena opción, el lugar es agradable y la comida buena. Pedimos varias cosas todo bien, excepto al final que la atención al cliente fue mala se olvidaron de nosotros."
Sonora Grill,"El lugar está bonito y elegante, es una franquicia reconocida, así que obviamente no es nada barato.
El servicio de los meseros es bueno, nuestro mesero Angel muy atento y se la rifó bastante bien, dio la cara por todos los problemas de cocina y el bar ¡terrible!: 1-pedimos una parrillada para 3 personas y nos informó que no tenían la cerveza de la casa (que viene incluida en el paquete), 2- pedimos también la orden de medio pollo y después de 40 minutos de espera, el mesero tuvo que regresar a decirnos que solo les quedaba 1/2 pollo para la parrillada así que la orden individual tenía que cancelarse y cambiarlo por otro platillo (pedimos la ensalada Torre de jitomate), 3- cuando por fin llegó la parrillada, el pollo llegó semicrudo, tuvimos que pedir que lo regresaran al horno a que terminaran de cocerlo, 4- pedimos 2 postres de Mocka Cake, el pobre mesero apenadísimo regresó a decirnos que solo podían darnos 1, y nos ofreció cambiarnos el otro por cualquier otro postre sin costo, porque ya habían sido muchos faltantes en nuestro pedido.
Lo peor de todo fue el tiempo de espera, estuvimos en el restaurante un aprox de 3 hrs, y de ese tiempo esperamos casi 2 hrs por nuestra comida!!! éramos un grupo de 7 adultos y 2 niños, aún así tampoco era para esperar tanto tiempo, sobre todo por la comida de los niños que ya se nos morían de hambre.
Es increíble que un restaurante de ese nivel y de esos precios tengan tan mala organización en su cocina, deja mucho que desear.
Otra cosa es que la música la tienen demasiado alta, no puedes platicar a gusto, tienes prácticamente que estar gritando.
Nosotros fuimos ahí porque estamos de visita en Mérida y quisimos celebrar un cumpleaños porque en la CDMX nos han atendido muy bien y rápido, pero aquí definitivamente es todo lo contrario.
La verdad NO regresaríamos."
Sonora Grill,"La comida está rica. Buena carne y cortesías. Aún qué está bastante caro.
El pollo asado está bien, cumple. Nada espectacular.
Te dan frijoles y helado de cortesía que están bien.
Los tacos de ribeye súper ricos, pero bastante caros $320 por 4 tacos."
Sonora Grill,"El restaurante no está nada mal, con respecto al ambiente está genial y si dan buen servicio, ahora con la comida realmente no está mal pero siento que falta más variedad hay poco platillos. Por mencionar un platillo para degustar sería la arrachera."
El Grill,"si están buscando un lugar donde comer rico , este es definitivamente por mucho una excelente opción, fue con mi esposa y disfrutamos de las hamburguesas, el choripan, todo muy rico , la atención con la que te reciben habla mucho del amor que le ponen a la comida 😍

hacen una salsa de habanero con piña 🍍 deliciosa , probamos las aguas naturales de limonada con chía y de maracuyá.

definitivamente volveremos 💯⭐⭐⭐"
El Grill,"Un lugar muy agradable, atendido por sus propios dueños, y se nota el cariño con que atienden y el sabor de sus hamburguesas, choripanes, tacos. Que bien que los encontramos, antes estaban en temozon. Vale la pena. Gracias por el cariño. Les deseamos mucho exito. Los lunes no atienden."
El Grill,"Decidimos conocer este lugar animados por los reviews y las fotos, y fue una experiencia muy decepcionante. Pedimos tacos de arrachera, tacos de chistorra y tacos de arrachera con champiñones, nuestra sorpresa fue la cantidad de carne que tenían, fácilmente de los 3 tacos podría hacer uno de los que se ven en las imágenes de los reviews, la chistorra parecía de supermercado de muy mala calidad, los tacos de arrachera con champiñones eran solo eso, champiñones envueltos en espinaca con pequeños trocitos de carne, la tortilla de maíz no estaba caliente y se deshacía. Lo peor fue el precio, pagamos cerca de $130 - $150 pesos por cada 3 tacos(la orden), definitivamente no lo valían. En total de las 3 órdenes y dos aguas fueron $490, sobra decir que no nos fuimos satisfechos, no disfrutamos nuestra comida y el cobro fue excesivo."
El Grill,"Para los amantes de las hamburguesas, este lugar es una muy buena opción si quieren variar la degustacion de lo que cotidianamente consumen. Aunque su ubicación no es la más concurrida, vale la pena visitar ese pequeño espacio lleno de luces al aire libre. Excelente opción para ir con la pareja o amigos."
El Grill,"Las hamburguesas no tienen sabor.
El pan es grueso y le queda muy grande a la carne, las papas están demasiado grasosas.
El precio se me hizo elevado para lo que es, lo mínimo que puedas gastar en hamburguesas son $190 y no lo valen.
Es una lástima porque los dueños son súper amables."
Dirty Grill,"Me encantan las hamburguesas de este lugar. Vale la pena ir a probarlas.
Desde la atención son muy amables, los alimentos estan muy bien servidos."
Dirty Grill,"Las hamburguesas muy ricas el precio adecuado y el lugar muy bonito cómodo, en particular el menú infantil se me hace una buena opción si vas con niños"
Dirty Grill,"Una de las opciones para comer hamburguesas en Las Américas que en su menú incluye ese platillo así como sándwiches y entradas como nachos.
Buen sabor de los alimentos, precios en el promedio de establecimientos similares. Porciones grandes según la especialidad que se pida. No bebidas alcohólicas, solo refrescos. Pagos en efectivo y tarjetas. Servicio amable."
Dirty Grill,Las hamburguesas de las mejores que he probado sin dudas. Muy buenas y buen tamaño no me pude terminar la mía de lo grande👌🏻👌🏻
Dirty Grill,"Por mucho las mejores hamburguesas de la zona, gran sabor y muy buena calidad de sus ingredientes, está a un costado de akropolis, en las noches después de las 20:30 se llena así que si llegas un poco antes seguro encuentras lugar, la angus maui es mi favorita"
Salamanca Grill Las Americas,"Los cortes muy bien servidos, acompañamientos deliciosos y bien preparados.
El ambiente del lugar es muy agradable y la atención diligente y rápida.
El horario es limitado de 1309 a 1900, no ofrecen cena ni desayuno.
El Rib eye y Vacío recomendado.
Como postre ofrecen una porción de 6 churros con side de caseta y chocolate en un simpático carrito.
El área de juegos es ideal para los menores.
La relación calidad/precio es conveniente."
Salamanca Grill Las Americas,"Tremendo lugar, la carne sabe a carne (a los que les gusta la carne entenderán 🤤). De verdad que si tienen un rato les aconsejo echarse una visita."
Salamanca Grill Las Americas,"Los cortes de carne son garantía. En cuanto al servicio, te puede tocar un super mesero top 10-10 pero también nos ha tocado que no den buen servicio."
Salamanca Grill Las Americas,"De las mejores carnes que he probado. Buena calidad de cortes y muy bien el punto .
Servicio amable. Excelente para llevar niños."
Salamanca Grill Las Americas,"Buen sabor a secas, precio en relación a tamaños de porciones bastante desproporcionado. La sopa de cebolla en especial es un robo por casi $200, el lugar no amerita el precio. Creo que vale la pena ir únicamente con días de promociones.

Tip: lunes 2x1 en sirloin"
The Grill Spot,Deliciosas hamburguesas y grandes y las papás de lo mejor. Excelente calidad. 100% recomendado
The Grill Spot,"Muy buen servicio, estuvo muy rico y bien servido."
The Grill Spot,"Deliciosas y bien servidas, les recomiendo la TBurguer 👍 y sus papá  deliciosas"
The Grill Spot,No hay palabras. . . Exquisito todo y el servicio d primera.👍😃
The Grill Spot,"Excelente calidad, todo fresco y con excelente sabor."
Monkey's Grill,Muy ricas amburguesas
Monkey's Grill,
Buffalo Grill - Urban Food,"Es un lugar pequeño, con poco espacio. La verdad la comida es muy buena y el sabor es bastante bueno. La verdad sería una mejor experiencia si no tuviera que esperar 1 hora por mi comida. El servicio lejos de ser espectacular y necesitan contratar más personal en la cocina. Hay muchos aspectos por mejorar como el servicio, tiempo y limpieza. Los precios se me hacen justos para el sabor y tamaño de los alimentos. Si volvería pero con más paciencia."
Buffalo Grill - Urban Food,"Imperdibles! El servicio excelente, los dedos de queso con parmesano riquísimo. Los doggos no están tan panosos, por lo que saben todos los ingredientes."
Buffalo Grill - Urban Food,"Únicamente fui a probar los hot dogs “gigantes” y la verdad muy buenos en cuanto a sabor, para mi gusto los “topings” quizá un poco escasos, el que comí fue el dogo de alitas, y se pidió con boneless que cabe mencionar que están hechos 100% caseros de pechuga de pollo y de gran tamaño, no como los convencionales. En cuanto a lo demás, si tenia queso, si tenia guacamole y lo que si casi no tenia era el queso parmesano, pero sin embargo buen sabor, la salchicha quiero pensar que también en casera por qué sabe muy bien, pero el único detalle es que tiene pedacitos de chile jalapeño dentro de la misma, si vas con niños y o personas que no comen chile, cuidado con esto, no pica demasiado, le da sabor, pero bueno, no a todos les gusta el picante.

Las papas que incluye el combo, muy buenas, pero a mi parecer un poco pobre en cuanto a  cantidad, por el precio de 250 esperaría un poquito más y no solo un tazóncito.

Del resto me pareció muy bien, próximamente estaré yendo a probar las hamburguesas."
Buffalo Grill - Urban Food,"La comida buenísima, tiene que probar el mega hotdog es delicioso!
La verdad que lo que sale en Netflix es 100% confirmado"
Buffalo Grill - Urban Food,"La comida no está mal , quizá le falta algo adicional para tener más plus , por ejemplo el hot Dog que ordenamos era de 50 cm se supone que tenía guacamole y aros de cebolla , pero la porción de guacamole es ridícula al tamaño del hotdog , tenía un té refil que tenía un sabor raro no malo pero no sabía a un té rico"
Arrachera grill,
Salamanca express grill,"Excelente servicio y precio. Carne, hamburguesas, tacos para comer ahí y para llevar. También venden carne, carbón y todo lo que necesitas para un asado.

Tacos de pastor en $25 pesos 👌🏼
También venden pizzas de pastor, arrachera y poc chuc.

100% recomendable"
Salamanca express grill,Casi imposible hacer un pedido. Pésimo servicio de la señorita que atiende el teléfono. Te deja colgado en la línea y te pide que le escribas por WhatsApp. Y luego no contesta los WhatsApps. Para un lugar especializado en servicio a domicilio “express” tienen mucho por mejorar.
Salamanca express grill,"Malísimo , en servicio para llevar no te entregan las órdenes completas . Verifiquen su pedido antes de salir del restaurant porque después te dicen que no es su problema"
Salamanca express grill,"Buen servicio pero su pastor está súper condimentado, parece chorizo"
Salamanca express grill,Muy rico con la misma calidad de los restaurantes !
"Salamanca Prime, Steakhouse","Gran decepción 👎🏼

Se presume como gran lugar pero no cumplió mis expectativas.

El servicio lento y muy indiferente nada especial

La comida poco rescatable.
Pedí un corte en término medio y se tardaron demasiado, además de que la carne llegó bien cocida y fría, tuve que regresar el plato.

En su segundo intento si llegó en buen término pero frío.

Ojo porque los cortes no llevan acompañamiento (verduras o algo así) es adicional y caro.

No vale la pena por lo que pague.
Una persona: sopa de fideo seco. Guacamole, Rib-eye y espárragos y dos aguas minerales $1500"
"Salamanca Prime, Steakhouse","El restaurante cuenta con dos áreas, la terraza que es techada con aire y el comedor el cual es mucho más tranquilo y silencioso.
Recomiendo ir a la terraza si buscas música y un poco más de ambiente.
De comida recomiendo todo excepto los cortes de carne Premium. LYa que Las entradas , tacos , especialidades, complementos y postres están muy muy buenos. Recomiendo en especial el filete chemita y los tacos de filete con tuétano. Complementos elotes. De postre el pastel de helado con hojaldra."
"Salamanca Prime, Steakhouse","Los precios son algo elevados, pero vale la pena lo que pagas. El servicio está bastante bien, así como las instalaciones.
Los alimentos son frescos y tienen gran variedad.
Recomiendo un buen corte con un vino."
"Salamanca Prime, Steakhouse","Muy agradable lugar. Algo que me gustó mucho es que los cortes te los traen exactamente en el término que los pides (medio, 3/4), algo que no siempre realizan bien todos los parrilleros. El personal muy atento, amables y rápidos. Menú muy variado, completo, con mixología."
"Salamanca Prime, Steakhouse","El lugar es sumamente hermoso , la comida super deliciosa , se acercan a mostraste los cortes con los precios , el sabor era sumamente exquisito .

La atención de primera ."
Salamanca grill,Soy cliente satisfecha de tortas y tacos pero ayer se me ocurrió pedir una orden de elotes 😞 sólo es uno y cuando les pregunté por el otro l respuesta fue que se les había olvidado cortarlo…. Se me hizo caro $50 por un elote asado 😢.
Salamanca grill,El lugar es muy acogedor y aun cuando es pequeño se siente uno muy cómodo. La comida es buena por el precio que pagas y la atención fue muy buena en nuestro caso.
Salamanca grill,"40min de espera para que trajeran los cortes, no llegaron en el término correcto, los regresamos y cuando regresaron, estaban casi igual, preferí cancelar la orden porque si lo volvía a regresar a cocina, iba a estar quemado por arriba y 3/4 en el centro.
El corte que era 3/4, al partirlo tenía sangre como si fuera 1/2.
El único pedazo de vacío que probé, tenía buen sazón.
El servicio es bueno."
Salamanca grill,"En el servicio no hay problema sino en el menu, y diremos lo siguiente la calidad de la carne cuando la que comimos no corresponde con los precios y por lo tanto es caro .
Las porciones de las entradas igual son muy pequeñas por el precio porsupuesto comparando con otros restaurante de carnes un guacamole muy frío pequeño y con totopos de súper el queso con chistorra pequeño comparado con otros y por eso le di 3 estrellas si me preguntan difícilmente regresaría se prefieren por muchos otros de la competencia."
Salamanca grill,"El restaurante está un poco escondido. No sabía de su existencia, sólo porque hoy quería comer carnes argentinas y me salió en una lista de opciones. Sin embargo, no lo ubicaría en un restaurante tipo argentino, pues en la carta ni siquiera se ofrecen las típicas empanadas argentinas. El lugar donde se encuentra no pareciera ser una zona comercial exclusiva, más bien, parece un barrio, ya que las casas cercanas contrastan entre clase media alta y clase baja. Una imagen muy diferente tiene al interior, el cual se ve bien decorado y ambientado. La atención es agradable, yo no diría excepcional pero amable. Tiene pocas mesas y no tiene áreas más que un solo comedor. Eso sí, es fresco por el aire acondicionado. Los alimentos me parecen muy abundantes. Ordenamos dos cortes, jugosos y grandes. A mí me gustó mi corte, un rib eye grande. Pero me equivoqué con el arroz cubano, no va para el tipo de plato. Y las papas cambray me desilusionaron por el tipo de presentación. Me las imaginaba sazonadas de otra forma. Aclaro: no estaban mal, pero pensé que serían como las clásicas papás cambray. El corte de mi pareja, una arrachera, estaba muy rico: suave y jugoso. El precio es lo que más me alarmó. Si supiera que voy a un restaurante de lujo, los precios no me parecerían excesivos, pero aquí no me parecen adecuados dadas las condiciones del lugar. Elegí este lugar versus uno similar que pensé sería más caro, pero aquí me sorprendí por los precios. Por eso le pongo dos estrellas o, en cuestión de valor: $$$$. Sugiero un par de cosas para la mesa: en lugar de platos, usar una plancha para que no se enfríe muy pronto la carne. O cambiar los platos, ya que se resbalan cuando se intenta cortar la carne. Y fijarse en el mango de madera de los cuchillos, pues ya se ven muy desgastados. Finalmente: antes de salir, el sanitario de damas dejó una muy mala impresión. Y lamentablemente con eso nos regresamos, una mala imagen que nos asqueo después de comer."
Ternera´s Grill,"Excelente servicio muy buen sabor perfecto asado. Cantidades muy buenas.en fin ampliamente recomendado
Algunas veces retrasos en la entrega pero compensable por el sabor. ."
Ternera´s Grill,Si usted no es el destinatario de este mensaje por error por si acaso el número e usado para ir por la t1 que se dormía plácidamente de los mejores lugares 🤮 a la oficinas y locales que bueno que te fuiste mi vida no es el día a día a todos y no llores después del trabajo diario el país por lo tanto no puedo ver y probar la clase del jueves a las que no nos ha dado que no se nuestro
Ternera´s Grill,"Excelente servicio y los platillos muy deliciosos, sin duda un lugar para retornar constantemente ya que es muy accesible"
Ternera´s Grill,Muy amables todos...lo que comí delicioso...precio moderado...pero no tienen ya el restaurante😮
Ternera´s Grill,"Buen lugar,  excelente anfitrión,  pero ya no tienen el restaurante,  así que no puedo emitir mi opinión."
KIBIS Y GORDITAS EL CHIFF,Buen lugar y muy rico todo
KIBIS Y GORDITAS EL CHIFF,
Doña Kibis,"Deliciosos kibis y gorditas de chicharra, salbutes y empanadas"
